School,SchoolCategory,District,Year,mathNLImet,mathLImet,SchoolType,LowIncome,ELL,SpecialEd,Enrollment,NLIGradRate,LIGradRate
SUMNER MIDDLE SCHOOL,Middle,SUMNER SD,2008,58.03,29.52,Public,28.67,2.42,12.38,743,,
SUMNER MIDDLE SCHOOL,Middle,SUMNER SD,2009,58.11,32.29,Public,32.62,2.55,11.49,705,,
SUNNY HILLS ELEMENTA,Elem,ISSAQUAH SD,2010,85.48,52.63,Public,6.33,,9.64,332,,
SUNNY HILLS ELEMENTA,Elem,ISSAQUAH SD,2009,88.52,63.64,Public,7.29,,9.42,329,,
SUNNY HILLS ELEMENTA,Elem,ISSAQUAH SD,2008,90.48,,Public,,,5.94,303,,
SUNNYCREST ELEMENTAR,Elem,FEDERAL WAY SD,2009,67.19,49.61,Public,68.27,23.08,15.38,208,,
SUNNYCREST ELEMENTAR,Elem,FEDERAL WAY SD,2010,67.31,57.48,Public,70.56,25.89,15.74,197,,
SUNNYCREST ELEMENTAR,Elem,FEDERAL WAY SD,2008,76.19,63.81,Public,68.72,26.07,13.74,211,,
SUNNYCREST ELEMENTAR,Elem,LAKE STEVENS SD,2010,65.86,50.6,Public,25.59,4.12,14.12,340,,
SUNNYCREST ELEMENTAR,Elem,LAKE STEVENS SD,2008,71.96,57.81,Public,18.58,3.01,8.47,366,,
SUNNYCREST ELEMENTAR,Elem,LAKE STEVENS SD,2009,74.12,54.41,Public,23.76,,10.56,303,,
SUNNYLAND ELEMENTARY,Elem,BELLINGHAM SD,2010,61.33,54.46,Public,63.29,15.94,16.43,207,,
SUNNYLAND ELEMENTARY,Elem,BELLINGHAM SD,2008,68.66,51.24,Public,65.31,13.27,13.27,196,,
SUNNYLAND ELEMENTARY,Elem,BELLINGHAM SD,2009,71.79,52.14,Public,60.8,12.06,17.09,199,,
SUNNYSIDE ELEMENTARY,Elem,MARYSVILLE SD,2010,61.54,50,Public,39.74,6.73,14.1,312,,
SUNNYSIDE ELEMENTARY,Elem,MARYSVILLE SD,2009,65.5,55.96,Public,39.93,9.03,11.81,288,,
SUNNYSIDE ELEMENTARY,Elem,MARYSVILLE SD,2008,68.54,45.95,Public,39.19,11.82,13.51,296,,
SUNNYSIDE ELEMENTARY,Elem,PULLMAN SD,2008,75.68,50,Public,31.9,0,16.56,163,,
SUNNYSIDE ELEMENTARY,Elem,PULLMAN SD,2009,76.27,55.56,Public,34.81,0,13.81,181,,
SUNNYSIDE ELEMENTARY,Elem,PULLMAN SD,2010,76.47,45.76,Public,30.96,0,12.18,197,,
SUNNYSIDE HIGH SCHOO,High,SUNNYSIDE SD,2010,13.33,15.23,Public,90.84,12.21,11.45,393,67,50.13
SUNNYSIDE HIGH SCHOO,High,SUNNYSIDE SD,2009,35.09,18.64,Public,68.78,12.44,10.49,410,31.8,58.18
SUNNYSIDE HIGH SCHOO,High,SUNNYSIDE SD,2008,40.62,28.73,Public,79.38,7.22,10.05,388,48.25,47.21
SUNNYSLOPE ELEMENTAR,Elem,SOUTH KITSAP SD,2009,67.5,50,Public,35.13,,18.67,316,,
SUNNYSLOPE ELEMENTAR,Elem,SOUTH KITSAP SD,2008,68.56,42.86,Public,30.11,,21.51,279,,
SUNNYSLOPE ELEMENTAR,Elem,SOUTH KITSAP SD,2010,73.49,52.04,Public,31.01,,14.87,316,,
SUNNYSLOPE ELEMENTAR,Elem,WENATCHEE SD,2010,64.71,55,Public,25.93,,11.11,162,,
SUNNYSLOPE ELEMENTAR,Elem,WENATCHEE SD,2009,77.24,69.23,Public,24.54,,12.27,163,,
SUNNYSLOPE ELEMENTAR,Elem,WENATCHEE SD,2008,82.5,67.86,Public,19.33,,11.33,150,,
SUNRISE ELEMENTARY,Elem,CENTRAL VALLEY SD,2010,74.79,60.94,Public,21.12,,13.2,303,,
SUNRISE ELEMENTARY,Elem,CENTRAL VALLEY SD,2008,82.33,52.08,Public,17.28,,9.3,301,,
SUNRISE ELEMENTARY,Elem,CENTRAL VALLEY SD,2009,82.87,68.33,Public,19.49,3.19,8.63,313,,
SUNRISE ELEMENTARY,Elem,ENUMCLAW SD,2009,49.62,33.9,Public,31.79,,10.77,195,,
SUNRISE ELEMENTARY,Elem,ENUMCLAW SD,2008,54.81,26.53,Public,27.27,,11.76,187,,
SUNRISE ELEMENTARY,Elem,ENUMCLAW SD,2010,58.91,30,Public,36.45,,18.23,203,,
SUNRISE ELEMENTARY,Elem,NORTHSHORE SD,2008,85.33,,Public,,,18.53,232,,
SUNRISE ELEMENTARY,Elem,NORTHSHORE SD,2009,87.08,,Public,4.52,,20.36,221,,
SUNRISE ELEMENTARY,Elem,NORTHSHORE SD,2010,88.78,,Public,,,19.81,212,,
SUNRISE ELEMENTARY,Elem,PUYALLUP SD,2009,61.9,49.18,Public,49.8,,18.04,255,,
SUNRISE ELEMENTARY,Elem,PUYALLUP SD,2008,65,47.96,Public,42.39,,16.46,243,,
SUNRISE ELEMENTARY,Elem,PUYALLUP SD,2010,75.35,48.92,Public,49.83,3.48,18.12,287,,
SUNRISE ELEMENTARY S,Elem,KENT SD,2009,80.24,51.72,Public,27.17,10.12,11.56,346,,
SUNRISE ELEMENTARY S,Elem,KENT SD,2010,81.78,62.86,Public,31.12,10.09,10.37,347,,
SUNRISE ELEMENTARY S,Elem,KENT SD,2008,82.94,47.3,Public,24.19,12.98,9.44,339,,
SUNSET ELEMENTARY,Elem,CHENEY SD,2008,46.55,55.12,Public,69.27,,26.04,192,,
SUNSET ELEMENTARY,Elem,CHENEY SD,2010,53.85,58.52,Public,72.4,,27.08,192,,
SUNSET ELEMENTARY,Elem,CHENEY SD,2009,64.71,51.94,Public,72.34,,25,188,,
SUNSET ELEMENTARY,Elem,ISSAQUAH SD,2008,81.82,75,Public,5.19,4.07,4.81,270,,
SUNSET ELEMENTARY,Elem,ISSAQUAH SD,2009,84.76,65,Public,7.88,3.42,7.19,292,,
SUNSET ELEMENTARY,Elem,ISSAQUAH SD,2010,85.61,42.86,Public,8.11,6.08,12.5,296,,
SUNSET ELEMENTARY SC,Elem,EVERGREEN (CLARK)SD,2009,60,62.2,Public,47.28,13.27,11.9,294,,
SUNSET ELEMENTARY SC,Elem,EVERGREEN (CLARK)SD,2008,60.78,49.29,Public,48.2,10.82,12.79,305,,
SUNSET ELEMENTARY SC,Elem,EVERGREEN (CLARK)SD,2010,62.6,50.32,Public,57.14,12.2,13.24,287,,
SUNSET PRIMARY,Elem,UNIVERSITY PL SD,2009,72.07,62.9,Public,36.57,,18.29,175,,
SUNSET PRIMARY,Elem,UNIVERSITY PL SD,2010,77.19,50,Public,42.21,,13.57,199,,
SUNSET PRIMARY,Elem,UNIVERSITY PL SD,2008,78.7,56.25,Public,31.45,,16.35,159,,
SUNSET VIEW ELEMENTA,Elem,KENNEWICK SD,2010,72.95,56.16,Public,23.05,,12.46,321,,
SUNSET VIEW ELEMENTA,Elem,KENNEWICK SD,2009,83.09,46.94,Public,14.8,,8.76,331,,
SUNSET VIEW ELEMENTA,Elem,KENNEWICK SD,2008,83.45,48.57,Public,10.45,,11.04,335,,
SUPPORT SCHOOL,Comprehensive,FEDERAL WAY SD,2008,,,Public,,0,,10,,
SUPPORT SCHOOL,Comprehensive,FEDERAL WAY SD,2009,0,0,Public,,0,92.31,13,,
SUPPORT SCHOOL,Comprehensive,FEDERAL WAY SD,2010,0,0,Public,,,100,14,,
SUQUAMISH ELEMENTARY,Elem,NORTH KITSAP SD,2010,64.55,37.63,Public,46.12,,14.56,206,,
SUQUAMISH ELEMENTARY,Elem,NORTH KITSAP SD,2009,67.74,40.48,Public,40,,11.9,210,,
SUQUAMISH ELEMENTARY,Elem,NORTH KITSAP SD,2008,69.29,41.98,Public,38.94,,12.02,208,,
SURPRISE LAKE MIDDLE,Middle,FIFE SD,2010,42.52,25.68,Public,45.34,8.04,11.7,547,,
SURPRISE LAKE MIDDLE,Middle,FIFE SD,2009,53.8,41.62,Public,39.26,7.03,8.4,512,,
SURPRISE LAKE MIDDLE,Middle,FIFE SD,2008,57.74,35.8,Public,36.69,4.84,8.67,496,,
SYLVESTER MIDDLE SCH,Middle,HIGHLINE SD,2009,52.26,30.58,Public,54.34,11.54,11.29,806,,
SYLVESTER MIDDLE SCH,Middle,HIGHLINE SD,2008,54.42,31.81,Public,51.21,9.45,12.39,783,,
SYLVESTER MIDDLE SCH,Middle,HIGHLINE SD,2010,57.89,41.53,Public,40.86,14.53,12.71,771,,
T T MINOR ELEMENTARY,Elem,SEATTLE PS,2009,53.85,27.78,Public,82.02,,46.07,89,,
T T MINOR ELEMENTARY,Elem,SEATTLE PS,2008,57.14,30,Public,85.11,,29.79,94,,
TACOMA BUSINESS ACAD,High,TACOMA SD,2010,,,Public,,0,,,,
TACOMA COMMUNITY COL,High,PENINSULA SD,2009,,,Public,0,0,0,,26.2,
TACOMA COMMUNITY COL,High,PENINSULA SD,2008,27.27,,Public,,0,0,12,,
TACOMA PIERCE COUNTY,High,TACOMA SD,2010,,,Public,,0,,,,
TACOMA SCHOOL OF THE,High,TACOMA SD,2008,51.4,25.81,Public,21.71,0,13.82,152,,92.86
TACOMA SCHOOL OF THE,High,TACOMA SD,2010,51.75,42.11,Public,11.52,,,165,98.5,80
TACOMA SCHOOL OF THE,High,TACOMA SD,2009,55.41,29.17,Public,14.2,0,6.25,176,95.33,90
TAHOLAH ELEMENTARY &,Comprehensive,TAHOLAH SD,2010,15,17.65,Public,77.27,0,23.86,88,,
TAHOLAH ELEMENTARY &,Comprehensive,TAHOLAH SD,2008,70,67.95,Public,79.59,0,21.43,98,,
TAHOLAH ELEMENTARY &,Comprehensive,TAHOLAH SD,2009,92.86,77.5,Public,84.21,0,20,95,,
TAHOLAH HIGH SCHOOL,High,TAHOLAH SD,2008,,,Public,,0,,13,,66.67
TAHOLAH HIGH SCHOOL,High,TAHOLAH SD,2010,0,8.33,Public,63.16,0,,19,,69.84
TAHOLAH HIGH SCHOOL,High,TAHOLAH SD,2009,0,72.73,Public,78.57,0,,14,,
TAHOMA JR HIGH,Middle,TAHOMA SD,2008,65.69,42.86,Public,11.07,,10.15,542,,
TAHOMA JR HIGH,Middle,TAHOMA SD,2009,71.62,49.18,Public,10.54,,9.86,588,,
TAHOMA JR HIGH,Middle,TAHOMA SD,2010,80.33,51.9,Public,14.31,,12.19,566,,
TAHOMA MIDDLE SCHOOL,Middle,TAHOMA SD,2008,79.18,48.78,Public,7.33,,10.38,559,,
TAHOMA MIDDLE SCHOOL,Middle,TAHOMA SD,2009,82.35,55.32,Public,8.4,,10.59,595,,
TAHOMA MIDDLE SCHOOL,Middle,TAHOMA SD,2010,83.17,75.86,Public,10.07,0,11.46,576,,
TAHOMA SENIOR HIGH S,High,TAHOMA SD,2010,57.36,46.88,Public,12.72,,9.54,566,94.45,84.31
TAHOMA SENIOR HIGH S,High,TAHOMA SD,2009,61.06,44.83,Public,11.57,,11.57,605,91.2,81.65
TAHOMA SENIOR HIGH S,High,TAHOMA SD,2008,71.17,51.11,Public,10.07,,8.63,556,92.37,75.75
TALBOT HILL ELEMENTA,Elem,RENTON SD,2010,61.7,19.35,Public,48.92,11.51,15.83,278,,
TALBOT HILL ELEMENTA,Elem,RENTON SD,2008,69.92,37.11,Public,43.44,14.75,10.66,244,,
TALBOT HILL ELEMENTA,Elem,RENTON SD,2009,77.34,37.74,Public,47.98,15.73,9.27,248,,
TAPTEAL ELEMENTARY S,Elem,RICHLAND SD,2010,72.15,40.23,Public,35.48,,11.69,248,,
TAPTEAL ELEMENTARY S,Elem,RICHLAND SD,2009,72.37,58.06,Public,37.8,,10.57,246,,
TAPTEAL ELEMENTARY S,Elem,RICHLAND SD,2008,75.35,55.13,Public,35.75,,8.14,221,,
TCC FRESH START,High,TACOMA SD,2009,8.16,11.76,Alternative,,,,75,25.2,52.16
TCC FRESH START,High,TACOMA SD,2010,9.86,15.79,Alternative,19.79,0,,96,1.63,2.1
TCC FRESH START,High,TACOMA SD,2008,11.11,6.25,Alternative,,,,86,,
TEAM HIGH SCHOOL,High,WOODLAND SD,2009,,,Alternative,,,,13,46.67,
TEAM HIGH SCHOOL,High,WOODLAND SD,2010,53.85,,Alternative,,0,,30,87.75,62.34
TEAM HIGH SCHOOL,High,WOODLAND SD,2008,61.54,,Alternative,,,,20,51.43,
TECHNOLOGY ACCESS FO,Middle,FEDERAL WAY SD,2009,52.17,27.27,Alternative,,,,90,,
TECHNOLOGY ACCESS FO,Middle,FEDERAL WAY SD,2010,53.41,31.76,Alternative,48.85,0,6.32,174,,
"TECHNOLOGY, ENGINEER",High,HIGHLINE SD,2008,28.12,20.45,Public,57.69,,,78,,
"TECHNOLOGY, ENGINEER",High,HIGHLINE SD,2009,29.63,5.56,Public,67.82,,14.94,87,57.6,79.2
"TECHNOLOGY, ENGINEER",High,HIGHLINE SD,2010,48.28,52.78,Public,53.75,16.25,,80,67.29,65.82
TEKOA ELEMENTARY SCH,Elem,TEKOA SD,2010,56.52,41.18,Public,56.67,0,25,60,,
TEKOA ELEMENTARY SCH,Elem,TEKOA SD,2008,72.41,84,Public,46.3,0,,54,,
TEKOA ELEMENTARY SCH,Elem,TEKOA SD,2009,75,73.33,Public,53.45,0,17.24,58,,
TEKOA HIGH SCHOOL,Comprehensive,TEKOA SD,2008,80.95,60.71,Public,57.14,0,,49,100,80
TEKOA HIGH SCHOOL,Comprehensive,TEKOA SD,2010,87.5,48,Public,60.98,0,,41,92.31,52.38
TEKOA HIGH SCHOOL,Comprehensive,TEKOA SD,2009,89.66,70.59,Public,35.71,0,,56,,
TEN MILE CREEK ELEME,Elem,MERIDIAN SD,2009,61.9,50.62,Public,40.65,6.54,10.28,214,,
TEN MILE CREEK ELEME,Elem,MERIDIAN SD,2010,67.23,54.12,Public,43.05,8.97,10.31,223,,
TEN MILE CREEK ELEME,Elem,MERIDIAN SD,2008,69.49,50,Public,42.51,7.25,7.73,207,,
TENINO ELEMENTARY SC,Elem,TENINO SD,2010,58.05,33.64,Public,37.41,,17.13,286,,
TENINO ELEMENTARY SC,Elem,TENINO SD,2009,71.52,46.21,Public,44.82,,15.38,299,,
TENINO ELEMENTARY SC,Elem,TENINO SD,2008,72.04,50.86,Public,37.79,,11.73,307,,
TENINO HIGH SCHOOL,High,TENINO SD,2008,42.19,41.67,Public,30.53,0,24.21,95,87.88,49.96
TENINO HIGH SCHOOL,High,TENINO SD,2009,42.47,48.28,Public,29.91,0,12.15,107,82.58,87.69
TENINO HIGH SCHOOL,High,TENINO SD,2010,46.67,39.13,Public,29.59,,17.35,98,80.91,79.29
TENINO MIDDLE SCHOOL,Middle,TENINO SD,2010,40,32.5,Public,42.01,,12.15,288,,
TENINO MIDDLE SCHOOL,Middle,TENINO SD,2008,44.39,38.78,Public,34.49,,12.2,287,,
TENINO MIDDLE SCHOOL,Middle,TENINO SD,2009,45.7,39.62,Public,36.61,,11.19,295,,
TERMINAL PARK ELEMEN,Elem,AUBURN SD,2010,80,56.55,Public,61.96,13.33,12.55,255,,
TERMINAL PARK ELEMEN,Elem,AUBURN SD,2008,82.95,43.2,Public,58.56,9.46,12.61,222,,
TERMINAL PARK ELEMEN,Elem,AUBURN SD,2009,84.27,61.7,Public,61.83,12.45,10.79,241,,
TERRACE HEIGHTS ELEM,Elem,EAST VALLEY (YAK)SD,2010,60.27,44.95,Public,42.41,0,21.4,257,,
TERRACE HEIGHTS ELEM,Elem,EAST VALLEY (YAK)SD,2009,84.31,59.52,Public,45.74,,24.47,94,,
TERRACE HEIGHTS ELEM,Elem,EAST VALLEY (YAK)SD,2008,91.53,82.35,Public,36.56,,20.43,93,,
TERRACE PARK SCHOOL,Comprehensive,EDMONDS SD,2010,54.31,44.93,Public,40.8,8.46,8.96,201,,
TERRACE PARK SCHOOL,Comprehensive,EDMONDS SD,2008,65.68,48.65,Public,30.33,5.33,12.7,244,,
TERRACE PARK SCHOOL,Comprehensive,EDMONDS SD,2009,66.05,32.2,Public,27.03,4.95,13.51,222,,
THE CENTER SCHOOL,High,SEATTLE PS,2010,55.88,,Public,12.66,0,,79,89.74,
THE CENTER SCHOOL,High,SEATTLE PS,2009,56.86,,Public,,0,,60,76.14,
THE CENTER SCHOOL,High,SEATTLE PS,2008,68.66,,Public,,0,13.33,75,81.2,47.1
THE HEALING LODGE,Comprehensive,SPOKANE SD,2008,0,,Alternative,,,,15,,
THE HEALING LODGE,Comprehensive,SPOKANE SD,2009,0,0,Alternative,,,,21,,
THE NEW SCHOOL AT SO,Elem,SEATTLE PS,2009,73.79,51.79,Public,52.27,5.91,7.27,220,,
THE NEW SCHOOL AT SO,Elem,SEATTLE PS,2008,80.72,59.38,Public,43.33,7.33,,150,,
THOMAS JEFFERSON HIG,High,FEDERAL WAY SD,2010,56.84,36.16,Public,39.3,4.94,11.73,486,80.34,89.41
THOMAS JEFFERSON HIG,High,FEDERAL WAY SD,2009,65.98,41.99,Public,40.47,5.45,11.87,514,80.7,81
THOMAS JEFFERSON HIG,High,FEDERAL WAY SD,2008,69.69,38.93,Public,34.06,4.75,8.71,505,80.49,77
THOMPSON ELEMENTARY,Elem,GRANDVIEW SD,2010,40.91,29.38,Public,81.74,31.54,9.96,241,,
THOMPSON ELEMENTARY,Elem,GRANDVIEW SD,2008,47.73,37.96,Public,79.91,45.85,6.55,229,,
THOMPSON ELEMENTARY,Elem,GRANDVIEW SD,2009,60.42,37.82,Public,79.41,36.97,7.14,238,,
THOREAU ELEMENTARY,Elem,LAKE WASHINGTON SD,2010,68.42,37.93,Public,25.33,0,15.72,229,,
THOREAU ELEMENTARY,Elem,LAKE WASHINGTON SD,2009,76.36,35.85,Public,24.2,,19.63,219,,
THOREAU ELEMENTARY,Elem,LAKE WASHINGTON SD,2008,78.48,45.71,Public,18.04,0,17.53,194,,
THORNDYKE ELEMENTARY,Elem,TUKWILA SD,2010,59.46,39.52,Public,80.93,30.41,8.25,194,,
THORNDYKE ELEMENTARY,Elem,TUKWILA SD,2008,60.47,40.32,Public,78.54,31.71,14.15,205,,
THORNDYKE ELEMENTARY,Elem,TUKWILA SD,2009,61.36,48.48,Public,78.14,34.88,7.91,215,,
THORNTON CREEK @ DEC,Elem,SEATTLE PS,2008,77.86,64.29,Alternative,,,,147,,
THORNTON CREEK @ DEC,Elem,SEATTLE PS,2009,84.67,70,Alternative,,,,160,,
THORNTON CREEK ELEME,Elem,SEATTLE PS,2010,82.55,86.67,Alternative,9.15,0,23.17,164,,
THORP ELEM & JR SR H,Comprehensive,THORP SD,2010,32,36,Public,50,0,14,100,,
THORP ELEM & JR SR H,Comprehensive,THORP SD,2009,48.15,48.39,Public,35.23,0,,88,,
THORP ELEM & JR SR H,Comprehensive,THORP SD,2008,67.24,56.1,Public,41.41,,13.13,99,,32.14
THREE RIVERS HOME LI,Comprehensive,RICHLAND SD,2010,22.58,18.75,Alternative,11.64,0,,146,,
THREE SPRINGS HIGH S,High,CHENEY SD,2008,,,Alternative,,,,13,28.31,22.5
THREE SPRINGS HIGH S,High,CHENEY SD,2009,0,0,Alternative,,,,16,29.83,27.43
THREE SPRINGS HIGH S,High,CHENEY SD,2010,0,8.33,Alternative,70.59,0,0,17,10,11.85
THUNDER MOUNTAIN MID,Middle,ENUMCLAW SD,2008,45.83,25.89,Public,21.84,,11.11,522,,
THUNDER MOUNTAIN MID,Middle,ENUMCLAW SD,2009,55.83,24.79,Public,25.35,3.42,9.86,497,,
THUNDER MOUNTAIN MID,Middle,ENUMCLAW SD,2010,60.45,38.79,Public,25.87,2.26,13.14,487,,
THURGOOD MARSHALL EL,Elem,SEATTLE PS,2008,65,35.29,Public,87.34,44.3,12.03,158,,
THURGOOD MARSHALL EL,Elem,SEATTLE PS,2009,69.23,50.77,Public,88.89,48.89,12.59,135,,
THURGOOD MARSHALL EL,Elem,SEATTLE PS,2010,97.37,36.47,Public,43.07,12.36,14.23,267,,
THURGOOD MARSHALL MI,Middle,OLYMPIA SD,2009,62.36,38.93,Public,33.82,2.66,15.7,414,,
THURGOOD MARSHALL MI,Middle,OLYMPIA SD,2008,66.67,40.34,Public,30.31,3.58,13.6,419,,
THURGOOD MARSHALL MI,Middle,OLYMPIA SD,2010,71.69,47.41,Public,30.73,2.77,16.62,397,,
THURS CO JUV DET/TUM,Comprehensive,TUMWATER SD,2008,,0,Alternative,,,,33,,
THURS CO JUV DET/TUM,Comprehensive,TUMWATER SD,2009,0,0,Alternative,,,,37,,
THURS CO JUV DET/TUM,Comprehensive,TUMWATER SD,2010,0,0,Alternative,93.94,0,,33,,
TIETON INTERMEDIATE,Elem,HIGHLAND SD,2010,58.33,31.21,Public,80.62,14.73,13.57,258,,
TIETON INTERMEDIATE,Elem,HIGHLAND SD,2009,59.09,31.13,Public,77.13,16.38,10.58,293,,
TIETON INTERMEDIATE,Elem,HIGHLAND SD,2008,61.54,35.9,Public,72.82,18.47,10.8,287,,
TIFFANY PARK ELEMENT,Elem,RENTON SD,2008,73.33,62.38,Public,51.93,23.61,10.73,233,,
TIFFANY PARK ELEMENT,Elem,RENTON SD,2009,74.49,49.59,Public,57.63,19.49,11.86,236,,
TIFFANY PARK ELEMENT,Elem,RENTON SD,2010,74.75,50,Public,56.85,14.11,9.13,241,,
TIGER MOUNTAIN COMMU,High,ISSAQUAH SD,2009,,,Alternative,,,,19,52.38,
TIGER MOUNTAIN COMMU,High,ISSAQUAH SD,2010,23.53,,Alternative,,0,,26,98.96,
TIGER MOUNTAIN COMMU,High,ISSAQUAH SD,2008,33.33,,Alternative,,,,22,72.57,
TILLICUM ELEMENTARY,Elem,CLOVER PARK SD,2010,,43.8,Public,93.33,,18.52,135,,
TILLICUM ELEMENTARY,Elem,CLOVER PARK SD,2008,50,37.86,Public,90.32,12.9,16.94,124,,
TILLICUM ELEMENTARY,Elem,CLOVER PARK SD,2009,63.64,37.8,Public,91.67,,15.28,144,,
TILLICUM MIDDLE SCHO,Middle,BELLEVUE SD,2009,77.46,48.33,Public,23.02,8.08,10.06,656,,
TILLICUM MIDDLE SCHO,Middle,BELLEVUE SD,2008,78.06,47.71,Public,21.55,9.06,10.4,673,,
TILLICUM MIDDLE SCHO,Middle,BELLEVUE SD,2010,85.21,51.22,Public,21.08,6.4,12.06,688,,
TIMBER RIDGE,Comprehensive,BLAINE SD,2008,,0,Alternative,,,,19,,16
TIMBER RIDGE,Comprehensive,BLAINE SD,2009,0,9.09,Alternative,,,,13,,37.04
TIMBER RIDGE,Comprehensive,LYNDEN SD,2009,,,Alternative,,,,10,22.22,
TIMBER RIDGE,Comprehensive,LYNDEN SD,2008,0,,Alternative,,,,19,,
TIMBER RIDGE,Comprehensive,MERIDIAN SD,2008,,,Alternative,,,,5,62.22,
TIMBER RIDGE,Comprehensive,MERIDIAN SD,2009,0,0,Alternative,,,,,38.1,
TIMBER RIDGE,Comprehensive,NOOKSACK SD,2008,,,Alternative,,,,8,,
TIMBER RIDGE,Comprehensive,NOOKSACK SD,2009,0,0,Alternative,,,,11,,
TIMBER RIDGE,High,MOUNT BAKER SD,2008,,,Alternative,,,,11,,
TIMBER RIDGE,High,MOUNT BAKER SD,2009,0,0,Alternative,,,,,,
TIMBERCREST JUNIOR H,Middle,NORTHSHORE SD,2010,80.91,56.52,Public,5.09,,10.94,530,,
TIMBERCREST JUNIOR H,Middle,NORTHSHORE SD,2008,80.99,50,Public,2.92,,8.75,480,,
TIMBERCREST JUNIOR H,Middle,NORTHSHORE SD,2009,81.86,44,Public,5.35,,9.7,505,,
TIMBERLINE HIGH SCHO,High,NORTH THURSTON PS,2010,43.77,16.96,Public,30.25,0,6.5,400,94.1,71.13
TIMBERLINE HIGH SCHO,High,NORTH THURSTON PS,2009,51.81,36.47,Public,27.95,,7.67,365,89.23,83.63
TIMBERLINE HIGH SCHO,High,NORTH THURSTON PS,2008,53.37,35.53,Public,42.38,0,9.3,387,93.65,83.32
TODD BEAMER HIGH SCH,High,FEDERAL WAY SD,2009,59.77,34.33,Public,35.76,5.41,12.71,425,77.48,85.68
TODD BEAMER HIGH SCH,High,FEDERAL WAY SD,2008,60.14,42.2,Public,26.9,5.98,8.74,435,80.03,80.35
TODD BEAMER HIGH SCH,High,FEDERAL WAY SD,2010,62.89,35.22,Public,38.14,4.88,9.98,451,89.66,83.86
TOLEDO ALTERNATIVE O,Comprehensive,TOLEDO SD,2010,,,Alternative,,0,,10,,
TOLEDO ELEMENTARY SC,Elem,TOLEDO SD,2009,51.95,41.96,Public,59.9,,13.02,192,,
TOLEDO ELEMENTARY SC,Elem,TOLEDO SD,2010,53.93,30.48,Public,54.31,,15.74,197,,
TOLEDO ELEMENTARY SC,Elem,TOLEDO SD,2008,56.18,40,Public,53.3,,13.2,197,,
TOLEDO HIGH SCHOOL,High,TOLEDO SD,2010,30.95,10,Public,45,,15,80,94.74,100
TOLEDO HIGH SCHOOL,High,TOLEDO SD,2009,44,45.16,Public,39.53,0,,86,83.17,71.88
TOLEDO HIGH SCHOOL,High,TOLEDO SD,2008,57.14,34.62,Public,35.71,0,,84,,87.5
TOLEDO MIDDLE SCHOOL,Middle,TOLEDO SD,2009,47.27,30.3,Public,48.13,,12.15,214,,
TOLEDO MIDDLE SCHOOL,Middle,TOLEDO SD,2008,47.86,24.75,Public,45.95,,11.71,222,,
TOLEDO MIDDLE SCHOOL,Middle,TOLEDO SD,2010,51.02,37.23,Public,49.24,,13.71,197,,
TOLT MIDDLE SCHOOL,Middle,RIVERVIEW SD,2008,63.2,27.47,Public,14.53,,10.58,633,,
TOLT MIDDLE SCHOOL,Middle,RIVERVIEW SD,2009,65.72,37.04,Public,13.87,,9.3,656,,
TOLT MIDDLE SCHOOL,Middle,RIVERVIEW SD,2010,66.24,34.13,Public,19.2,,11.82,677,,
TONASKET ELEMENTARY,Elem,TONASKET SD,2010,43.24,32.17,Public,67.67,13.36,12.93,232,,
TONASKET ELEMENTARY,Elem,TONASKET SD,2009,55.22,40.48,Public,66.18,10.29,11.27,204,,
TONASKET ELEMENTARY,Elem,TONASKET SD,2008,63.24,41.78,Public,69.47,11.95,15.93,226,,
TONASKET HIGH SCHOOL,High,TONASKET SD,2010,47.22,22,Public,60.22,,,93,94.14,78.77
TONASKET HIGH SCHOOL,High,TONASKET SD,2008,56,30.61,Public,65.82,,,79,80.5,82.7
TONASKET HIGH SCHOOL,High,TONASKET SD,2009,56.25,39.22,Public,65.59,,,93,87.78,
TONASKET MIDDLE SCHO,Middle,TONASKET SD,2008,61.46,34.78,Public,62.88,,7.58,264,,
TONASKET MIDDLE SCHO,Middle,TONASKET SD,2010,64.29,43.03,Public,66.93,,10.24,254,,
TONASKET MIDDLE SCHO,Middle,TONASKET SD,2009,69.41,46.89,Public,67.78,,10.37,270,,
TOPPENISH HIGH SCHOO,High,TOPPENISH SD,2009,,26.32,Public,95.65,20.29,10.63,207,100,83.42
TOPPENISH HIGH SCHOO,High,TOPPENISH SD,2010,0,32.56,Public,97.3,28.11,9.73,185,93.33,85.21
TOPPENISH HIGH SCHOO,High,TOPPENISH SD,2008,63.64,26.84,Public,94.55,30,11.36,220,82.21,90.34
TOPPENISH MIDDLE SCH,Middle,TOPPENISH SD,2010,25,29.27,Public,97.88,29.06,12.69,709,,
TOPPENISH MIDDLE SCH,Middle,TOPPENISH SD,2008,35.56,29.89,Public,92.83,27.39,9.39,628,,
TOPPENISH MIDDLE SCH,Middle,TOPPENISH SD,2009,52,28.89,Public,96.18,24.62,8.41,654,,
TOPS K-8,Comprehensive,SEATTLE PS,2009,77.7,42.86,Alternative,,,,365,,
TOPS K-8,Comprehensive,SEATTLE PS,2008,80.14,48.15,Alternative,,,,363,,
TOPS K-8 SCHOOL,Comprehensive,SEATTLE PS,2010,80.08,55.32,Alternative,28.77,5.59,14.25,358,,
