School,District,SchoolCategory,SchoolType,LowIncome,ELL,Enrollment,mathLImet
WILKESON ELEMENTARY,WHITE RIVER SD,Elem,Public,39.01333333,0,133,51.44
WILLARD ELEMENTARY,SPOKANE SD,Elem,Public,68.5,3.506666667,313.3333333,58.52
WILSON,TACOMA SD,High,Public,34.59666667,3.79,308.3333333,25.53
WILSON ELEMENTARY,SPOKANE SD,Elem,Public,14.83,0,206.6666667,77.14666667
WILSON MIDDLE SCHOOL,YAKIMA SD,Middle,Public,68.32666667,13.33666667,744.3333333,40.68666667
WIND RIVER MIDDLE SC,STEVENSON SD,Middle,Public,36.04,0,157.5,34.14
WING LUKE ELEMENTARY,SEATTLE PS,Elem,Public,80.54666667,25.49,170.3333333,52.25
WINLOCK MIDDLE SCHOO,WINLOCK SD,Middle,Public,54.45666667,7.38,178,31.39333333
WINLOCK MILLER ELEME,WINLOCK SD,Elem,Public,64.74,10.53333333,177.6666667,41.01333333
WINLOCK SENIOR HIGH,WINLOCK SD,High,Public,48.03666667,0,61.33333333,30.73666667
WISHKAH VALLEY ELEME,WISHKAH VALLEY SD,Comprehensive,Public,48.01,0,74.33333333,36.13
WISHRAM HIGH AND ELE,WISHRAM SD,Comprehensive,Public,96.54,0,40,14.01333333
WOODBROOK MIDDLE SCH,CLOVER PARK SD,Middle,Public,72.24666667,4.616666667,526.6666667,27.49
WOODIN ELEMENTARY,NORTHSHORE SD,Elem,Public,33.59333333,11.62,281,61.82333333
WOODLAND INTERMEDIAT,WOODLAND SD,Middle,Public,42.49666667,2.16,468,48.01666667
WOODLAND MIDDLE SCHO,WOODLAND SD,Middle,Public,43.14333333,3.44,351,47.72
WOODLAND PRIMARY,WOODLAND SD,Elem,Public,47.67666667,8.96,141,68.60666667
WOODMONT ELEMENTARY,FEDERAL WAY SD,Elem,Public,49.48666667,10.82666667,231.6666667,58.08
WOODMOOR ELEMENTARY,NORTHSHORE SD,Elem,Public,22.16,6.833333333,512.6666667,47.82666667
WOODRIDGE ELEMENTARY,BELLEVUE SD,Elem,Public,25.84,10.29666667,246.3333333,57.45
WOODRIDGE ELEMENTARY,SPOKANE SD,Elem,Public,18.09666667,0,256.3333333,66.96666667
WOODSIDE ELEMENTARY,EVERETT SD,Elem,Public,38.11666667,9.343333333,285.6666667,62.55666667
WOODWAY ELEMENTARY,EDMONDS SD,Elem,Public,40.93,20.335,113.5,36.665
WYEAST MIDDLE SCHOOL,EVERGREEN (CLARK)SD,Middle,Public,41.09333333,4.066666667,898,35.69333333
YAKIMA ONLINE!/YAKIM,YAKIMA SD,Comprehensive,Alternative,38.64,0,45.5,23.335
YELM EXTENSION SCHOO,YELM SD,Comprehensive,Alternative,36.73,0,35,14.445
YELM MIDDLE SCHOOL,YELM SD,Middle,Public,39.85666667,0,423,42.02666667
YORK ELEMENTARY SCHO,EVERGREEN (CLARK)SD,Elem,Public,40.71,8.483333333,299,50.17333333
ZILLAH INTERMEDIATE,ZILLAH SD,Elem,Public,53.78,9.756666667,313.3333333,30.46666667
ZILLAH MIDDLE SCHOOL,ZILLAH SD,Middle,Public,52.19666667,6.823333333,198.3333333,26.4
